,outlet_id,balance,total_quantity,total_price,order_frequency_avg,days_late_delivery_avg,days_until_delivery_avg,ordering_pattern_mode,high_qty_high_amt,high_qty_less_amt,less_qty_high_amt,less_qty_less_amt,beat_name,city,pin,state,outletcategory
7647,91334,0,26,668,9,0,0,Frequent,4,9,0,5,Yellapur Road,,,,
7648,91339,1778,7,378,31,0,0,Infrequent,0,1,0,1,Jawahar Nagar (Ichalkaranji),Ichalkaranji,416115.0,MAHARASHTRA,Kirana / Grocery / General Store
7649,91341,399,4,199,7,0,0,Infrequent,0,0,0,2,Channagiri Town,Davangere,577221.0,KARNATAKA,Kirana / Grocery / General Store
7650,91342,5647,24,554,16,0,0,Regular,0,9,0,1,Pb Road,Ranebennuru,581115.0,KARNATAKA,Kirana / Grocery / General Store
7651,91343,3407,4,259,13,0,0,Regular,0,0,0,12,PH Colony,Tumakuru,572102.0,KARNATAKA,Kirana / Grocery / General Store
7652,91344,0,6,349,38,0,0,Infrequent,0,1,0,2,Molakalmuru Town,,,,
7653,91346,449,4,224,10,0,0,Infrequent,0,0,0,2,Channagiri Town,Davangere,577221.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7654,91347,815,7,407,5,0,0,Infrequent,0,0,0,2,Molakalmuru Town,Chitradurga,577529.0,KARNATAKA,Kirana / Grocery / General Store
7655,91354,0,7,404,15,0,0,Regular,0,1,0,4,Molakalmuru Town,,,,
7656,91359,0,10,580,15,0,0,Regular,0,10,0,1,Pb Road,,,,
7657,91360,834,9,208,19,0,0,Frequent,0,1,0,3,PH Colony,Tumakuru,572102.0,KARNATAKA,Kirana / Grocery / General Store
7658,91368,0,12,686,10,0,0,Regular,1,9,0,4,Gajendragad,,,,
7659,91369,2762,16,560,18,0,0,Regular,0,8,0,1,Pb Road,Ranebennuru,581115.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7660,91372,1805,9,524,28,0,0,Frequent,0,3,0,1,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7661,91374,0,36,528,22,0,0,Regular,0,6,0,1,Jawahar Nagar (Ichalkaranji),,,,
7662,91382,1214,10,607,31,0,0,Infrequent,0,1,0,1,Channagiri Town,Davangere,577221.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7663,91386,0,9,533,15,0,0,Regular,0,6,0,5,Yellapur Road,,,,
7664,91392,0,60,5934,41,0,0,Infrequent,2,0,0,0,Rajapur,Rajapur,416702.0,MAHARASHTRA,Kirana / Grocery / General Store
7665,91394,9301,13,788,12,0,0,Regular,0,10,0,1,Gajendragad,Gajendragad,582114.0,KARNATAKA,Pan / Cigarette Shop / Tea Point
7666,91397,0,9,536,5,0,0,Frequent,0,2,0,2,Kongaon (Kalyan W),Bhiwandi,421311.0,MAHARASHTRA,Kirana / Grocery / General Store
7667,91404,7185,48,356,29,0,0,Infrequent,0,5,0,0,Jawahar Nagar (Ichalkaranji),Ichalkaranji,416115.0,MAHARASHTRA,Pan / Cigarette Shop / Tea Point
7668,91416,0,12,692,8,0,0,Frequent,2,6,0,3,Gajendragad,,,,
7669,91417,0,9,506,17,0,0,Frequent,0,5,0,4,Pb Road,,,,
7670,91419,6794,20,568,21,0,0,Regular,0,4,0,4,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7671,91422,0,51,769,27,0,0,Regular,1,3,0,1,Jawahar Nagar,,,,
7672,91427,0,67,801,19,0,0,Infrequent,1,1,0,1,Belgaum Wholesale,,,,
7673,91430,0,106,10769,14,0,0,Regular,8,0,0,0,Rajapur,Rajapur,416702.0,MAHARASHTRA,Kirana / Grocery / General Store
7674,91432,5539,16,451,12,0,0,Regular,0,5,0,8,Shettihalli,Bangalore,560092.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7675,91436,0,37,414,7,0,0,Infrequent,0,2,0,0,Kongaon (Kalyan W),,,,
7676,91437,0,8,475,15,0,0,Regular,0,3,0,7,Pb Road,,,,
7677,91438,7522,13,494,9,0,0,Frequent,0,8,0,10,Yellapur Road,Sirsi,581402.0,KARNATAKA,Pan / Cigarette Shop / Tea Point
7678,91448,4378,19,406,17,0,0,Regular,0,5,0,4,Shettihalli,Bangalore,560092.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7679,91449,7917,23,519,12,0,0,Regular,0,2,0,1,Jawahar Nagar (Ichalkaranji),Ichalkaranji,416115.0,MAHARASHTRA,Kirana / Grocery / General Store
7680,91454,0,23,2591,19,0,0,Regular,6,0,1,1,Rajapur,Rajapur,416702.0,MAHARASHTRA,Kirana / Grocery / General Store
7681,91456,0,16,490,12,0,0,Frequent,0,6,0,6,Yellapur Road,,,,
7682,91457,0,18,428,29,0,0,Occasional,0,3,0,3,Jawahar Nagar (Ichalkaranji),,,,
7683,91464,1164,10,582,10,0,0,Infrequent,0,1,0,1,Channagiri Town,Davangere,577221.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7684,91468,6221,9,538,18,0,0,Regular,0,6,0,3,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7685,91470,4560,31,462,17,0,0,Regular,1,5,0,3,Shettihalli,Bangalore,560092.0,KARNATAKA,Kirana / Grocery / General Store
7686,91472,21286,18,685,7,0,0,Frequent,1,20,0,2,Vinoba Nagara,Shimogga,577201.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7687,91473,3630,4,255,50,0,0,Infrequent,0,0,0,3,Jawahar Nagar,Ichalkaranji,416115.0,MAHARASHTRA,Kirana / Grocery / General Store
7688,91483,898,5,299,21,0,0,Frequent,0,0,0,3,Channagiri Town,Davangere,577221.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7689,91487,0,13,698,19,0,0,Regular,0,9,0,0,Pb Road,,,,
7690,91489,6576,18,505,14,0,0,Regular,1,4,0,7,Yellapur Road,Sirsi,581402.0,KARNATAKA,Pan / Cigarette Shop / Tea Point
7691,91491,0,31,2960,8,0,0,Frequent,20,0,0,0,Tarabai Park,,,,
7692,91493,0,51,544,17,0,0,Regular,1,5,0,3,Jawahar Nagar (Ichalkaranji),,,,
7693,91498,0,16,395,19,0,0,Frequent,0,3,0,6,P B Road,Hubballi,580024.0,KARNATAKA,Kirana / Grocery / General Store
7694,91501,0,11,663,9,0,0,Frequent,0,11,0,4,Gajendragad,,,,
7695,91504,6077,9,528,14,0,0,Frequent,0,6,0,6,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7696,91506,0,140,13796,33,0,0,Occasional,5,0,0,0,Rajapur,Rajapur,416702.0,MAHARASHTRA,Kirana / Grocery / General Store
7697,91514,0,380,1711,16,0,0,Regular,10,0,0,0,Market Yard (Pune),,,,
7698,91517,0,250,25764,12,0,0,Regular,13,0,0,0,Rajapur,Rajapur,416702.0,MAHARASHTRA,Kirana / Grocery / General Store
7699,91519,4892,10,548,15,0,0,Frequent,0,5,0,3,Yellapur Road,Sirsi,581402.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7700,91522,7145,8,449,12,0,0,Regular,0,3,0,9,Vinoba Nagara,Shimogga,577201.0,KARNATAKA,HoReCa
7701,91524,4356,96,1089,19,0,0,Regular,2,2,0,0,Channagiri Town,Davangere,577213.0,KARNATAKA,Kirana / Grocery / General Store
7702,91528,0,12,543,15,0,0,Regular,0,4,0,7,Yellapur Road,,,,
7703,91530,0,22,1225,16,0,0,Regular,4,3,0,1,Muddebihal Town,,,,
7704,91534,0,14,520,14,0,0,Frequent,0,8,0,4,Yellapur Road,,,,
7705,91535,0,71,7637,5,0,0,Frequent,23,0,1,11,Miraj Town,SANGLI,416410.0,MAHARASHTRA,Kirana / Grocery / General Store
7706,91539,0,15,2990,14,0,0,Regular,8,0,1,0,Malshiras - Natepute,Kelapur,413109.0,MAHARASHTRA,Kirana / Grocery / General Store
7707,91545,6839,9,487,13,0,0,Regular,0,5,0,7,Vinoba Nagara,Shimogga,577204.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7708,91547,9824,49,520,20,0,0,Regular,1,6,0,1,Jawahar Nagar (Ichalkaranji),Ichalkaranji,416115.0,MAHARASHTRA,HoReCa
7709,91549,0,9,507,24,0,0,Frequent,0,1,0,3,Gajendragad,,,,
7710,91553,0,470,3540,13,0,0,Regular,12,0,0,0,Solapur Market,,,,
7711,91558,0,22,1145,17,0,0,Frequent,2,3,0,1,Muddebihal Town,,,,
7712,91563,1131,10,565,38,0,0,Infrequent,0,2,0,0,Gajendragad,Gajendragad,582114.0,KARNATAKA,Pan / Cigarette Shop / Tea Point
7713,91573,0,22,4956,9,0,0,Frequent,15,0,2,0,Tarabai Park,Kolhaour,415005.0,MAHARASHTRA,Kirana / Grocery / General Store
7714,91574,232,5,316,16,0,0,Frequent,0,1,0,2,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Bakery / Sweets & Snacks Shop / Juice Center
7715,91576,0,15,345,24,0,0,Occasional,0,2,0,5,P B Road,Hubballi,580024.0,KARNATAKA,Kirana / Grocery / General Store
7716,91577,6389,52,2595,19,0,0,Frequent,3,1,0,0,Channagiri Town,Davangere,577512.0,KARNATAKA,Kirana / Grocery / General Store
7717,91582,3111,7,367,12,0,0,Frequent,0,4,0,9,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Kirana / Grocery / General Store
7718,91584,0,544,2727,16,0,0,Regular,10,0,0,0,Market Yard (Pune),,,,
7719,91588,0,32,1664,17,0,0,Regular,2,4,0,0,Belgaum Wholesale,,,,
7720,91593,0,11,457,12,0,0,Frequent,0,7,0,6,Pb Road,,,,
7721,91595,0,14,779,9,0,0,Frequent,3,11,0,1,Gajendragad,,,,
7722,91596,0,49,11994,8,0,0,Frequent,18,0,0,0,Ajara,Gadhinglaj,416210.0,MAHARASHTRA,Kirana / Grocery / General Store
7723,91601,0,40,3750,11,0,0,Regular,15,0,0,0,Tarabai Park,,,,
7724,91602,1486,19,595,22,0,0,Occasional,1,2,0,2,Yellapur Road,Sirsi,581402.0,KARNATAKA,HoReCa
7725,91603,4859,14,433,18,0,0,Regular,0,3,0,6,Hesaraghatta,Bangalore,560097.0,KARNATAKA,Kirana / Grocery / General Store
7726,91606,2891,13,362,26,0,0,Frequent,0,2,0,4,Jawahar Nagar,Ichalkaranji,416115.0,MAHARASHTRA,Kirana / Grocery / General Store
7727,91607,3068,19,466,9,0,0,Frequent,1,12,0,5,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Kirana / Grocery / General Store
7728,91610,24930,52,843,7,0,0,Frequent,5,17,0,0,Vinoba Nagara,Shimogga,577204.0,KARNATAKA,Kirana / Grocery / General Store
7729,91611,0,8,485,9,0,0,Frequent,0,0,0,3,Gajendragad,,,,
7730,91612,23562,35,1783,14,0,0,Frequent,6,4,0,0,Belgaum Wholesale,Belagavi,590001.0,KARNATAKA,Kirana / Grocery / General Store
7731,91613,16382,460,1922,19,0,0,Regular,8,0,0,0,Market Yard,CHIPRI,411037.0,MAHARASHTRA,Kirana / Grocery / General Store
7732,91616,11147,9,492,10,0,0,Regular,0,7,0,8,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7733,91620,7496,33,371,23,0,0,Regular,0,5,0,2,Jawahar Nagar (Ichalkaranji),Ichalkaranji,416115.0,MAHARASHTRA,Kirana / Grocery / General Store
7734,91623,0,11,655,14,0,0,Frequent,0,11,0,1,Pb Road,,,,
7735,91627,0,57,11620,9,0,0,Frequent,17,0,0,0,Ajara,Gadhinglaj,416620.0,MAHARASHTRA,Kirana / Grocery / General Store
7736,91630,23012,290,1597,13,0,0,Regular,11,1,0,0,Market Yard (Pune),CHIPRI,411037.0,MAHARASHTRA,Kirana / Grocery / General Store
7737,91637,0,12,1181,17,0,0,Regular,4,0,0,0,Gangapur Road,Nashik,422222.0,MAHARASHTRA,Kirana / Grocery / General Store
7738,91643,6965,22,673,15,0,0,Regular,3,5,0,3,Hesaraghatta,Bangalore,560090.0,KARNATAKA,Kirana / Grocery / General Store
7739,91644,0,9,509,23,0,0,Occasional,0,2,0,5,Yellapur Road,,,,
7740,91645,432,14,126,28,0,0,Occasional,0,1,0,4,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Kirana / Grocery / General Store
7741,91646,0,15,855,12,0,0,Regular,1,9,0,1,Gajendragad,,,,
7742,91652,0,20,1145,23,0,0,Regular,3,4,0,0,Muddebihal Town,,,,
7743,91654,0,20,536,16,0,0,Frequent,0,6,0,4,Yellapur Road,,,,
7744,91656,32030,420,2265,13,0,0,Regular,12,0,0,0,Market Yard (Pune),CHIPRI,411037.0,MAHARASHTRA,Kirana / Grocery / General Store
7745,91657,1048,9,524,10,0,0,Infrequent,0,1,0,1,Channagiri Town,Davangere,577221.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7746,91660,0,11,511,16,0,0,Regular,0,6,0,4,Pb Road,,,,
7747,91662,4790,28,604,27,0,0,Frequent,1,2,0,2,Jawahar Nagar (Ichalkaranji),Ichalkaranji,416115.0,MAHARASHTRA,Kirana / Grocery / General Store
7748,91672,4449,15,547,16,0,0,Frequent,1,5,0,4,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7749,91674,0,39,9144,9,0,0,Frequent,16,0,0,0,Ajara,Gadhinglaj,416526.0,MAHARASHTRA,Kirana / Grocery / General Store
7750,91675,5582,8,471,14,0,0,Regular,0,4,0,8,Vinoba Nagara,Shimogga,577204.0,KARNATAKA,Kirana / Grocery / General Store
7751,91677,3569,7,406,14,0,0,Frequent,0,1,0,9,Hesaraghatta,Bangalore,560090.0,KARNATAKA,Kirana / Grocery / General Store
7752,91680,0,40,2329,50,0,0,Infrequent,2,0,0,0,Muddebihal Town,,,,
7753,91681,0,734,4148,15,0,0,Regular,10,0,0,0,Market Yard (Pune),,,,
7754,91685,4843,8,444,16,0,0,Regular,0,3,0,7,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7755,91688,0,9,6657,8,0,0,Frequent,6,0,15,0,Vinchur,,,,
7756,91692,0,16,522,10,0,0,Frequent,0,3,0,1,Pb Road,Ranebennuru,581115.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7757,91693,2154,5,297,14,0,0,Regular,0,2,0,10,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Kirana / Grocery / General Store
7758,91695,5467,14,489,16,0,0,Regular,0,5,0,5,Yellapur Road,Sirsi,581402.0,KARNATAKA,HoReCa
7759,91699,0,104,1462,11,0,0,Regular,4,3,0,0,Belgaum Wholesale,,,,
7760,91701,10314,13,624,14,0,0,Regular,0,8,0,3,Vinoba Nagara,Shimogga,577201.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7761,91707,0,11,633,13,0,0,Regular,1,6,0,4,Gajendragad,,,,
7762,91710,3935,9,491,14,0,0,Regular,0,4,0,5,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7763,91711,5085,17,369,14,0,0,Regular,0,3,0,8,Shettihalli,Bangalore,560057.0,KARNATAKA,Kirana / Grocery / General Store
7764,91716,27921,625,3205,13,0,0,Regular,8,0,0,0,Market Yard (Pune),CHIPRI,411037.0,MAHARASHTRA,Kirana / Grocery / General Store
7765,91721,1330,17,286,23,0,0,Frequent,0,4,0,3,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Kirana / Grocery / General Store
7766,91722,11243,16,600,11,0,0,Frequent,1,12,0,2,Yellapur Road,Sirsi,581402.0,KARNATAKA,Pan / Cigarette Shop / Tea Point
7767,91723,0,16,878,18,0,0,Regular,0,5,0,0,Belgaum Wholesale,,,,
7768,91724,0,20,2933,11,0,0,Regular,9,0,2,0,Tarabai Park,Kolhaour,415005.0,MAHARASHTRA,Kirana / Grocery / General Store
7769,91725,5442,7,404,14,0,0,Frequent,0,1,0,9,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7770,91728,0,19,1924,22,0,0,Regular,4,0,0,3,Rajapur,Rajapur,416702.0,MAHARASHTRA,Kirana / Grocery / General Store
7771,91730,0,46,4176,16,0,0,Regular,10,0,0,0,Rajapur,Rajapur,416702.0,MAHARASHTRA,Kirana / Grocery / General Store
7772,91741,0,460,1894,30,0,0,Occasional,3,2,0,0,Market Yard (Pune),,,,
7773,91750,4612,5,272,13,0,0,Regular,0,0,0,12,Vinoba Nagara,Shimogga,577201.0,KARNATAKA,Kirana / Grocery / General Store
7774,91754,1004,7,295,17,0,0,Regular,0,2,0,8,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Kirana / Grocery / General Store
7775,91755,4327,6,357,15,0,0,Frequent,0,0,0,10,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7776,91757,0,15,818,10,0,0,Regular,3,9,0,2,Gajendragad,,,,
7777,91758,0,60,1802,8,0,0,Frequent,19,0,1,0,Vinchur,,,,
7778,91764,0,9,525,13,0,0,Regular,0,6,0,6,Pb Road,,,,
7779,91765,6260,66,518,34,0,0,Infrequent,0,3,0,1,Jawahar Nagar (Ichalkaranji),Ichalkaranji,416115.0,MAHARASHTRA,Pan / Cigarette Shop / Tea Point
7780,91767,2637,11,359,19,0,0,Regular,0,2,0,6,Shettihalli,Bangalore,560057.0,KARNATAKA,Kirana / Grocery / General Store
7781,91768,0,14,1420,15,0,0,Regular,6,0,0,0,Gangapur Road,,,,
7782,91769,11824,21,614,9,0,0,Frequent,0,14,0,4,Yellapur Road,Sirsi,581402.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7783,91773,6008,7,437,16,0,0,Regular,0,1,0,9,Naubad,Bidar,585403.0,KARNATAKA,Kirana / Grocery / General Store
7784,91775,0,27,4157,10,0,0,Regular,15,0,0,0,Tarabai Park,Kolhaour,416001.0,MAHARASHTRA,Kirana / Grocery / General Store
7785,91782,0,44,4318,20,0,0,Regular,6,0,0,1,Rajapur,Rajapur,416702.0,MAHARASHTRA,Kirana / Grocery / General Store
7786,91786,4959,9,397,15,0,0,Regular,0,2,0,9,Naubad,Bidar,585402.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7787,91791,5562,10,348,12,0,0,Regular,0,2,0,11,Shettihalli,Bangalore,560057.0,KARNATAKA,Kirana / Grocery / General Store
7788,91793,4083,7,395,19,0,0,Regular,0,0,0,8,Naubad,Bidar,585403.0,KARNATAKA,Kirana / Grocery / General Store
7789,91794,4172,54,566,20,0,0,Regular,1,4,0,2,Jawahar Nagar,Ichalkaranji,416115.0,MAHARASHTRA,Bakery / Sweets & Snacks Shop / Juice Center
7790,91795,1794,22,232,10,0,0,Frequent,0,12,0,4,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Kirana / Grocery / General Store
7791,91796,6062,13,467,15,0,0,Regular,0,2,0,8,Naubad,Bidar,585403.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7792,91797,0,16,798,11,0,0,Regular,0,6,0,0,Belgaum Wholesale,,,,
7793,91798,0,10,587,14,0,0,Regular,1,4,0,5,Gajendragad,,,,
7794,91800,3395,12,499,18,0,0,Frequent,0,4,0,4,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7795,91808,0,522,2321,14,0,0,Regular,7,0,0,0,Market Yard (Pune),,,,
7796,91809,22497,24,1347,10,0,0,Frequent,9,7,0,0,Gajendragad,Gajendragad,582114.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7797,91812,0,19,1040,25,0,0,Frequent,1,3,0,0,Muddebihal Town,,,,
7798,91814,0,195,20995,15,0,0,Regular,11,0,0,0,Rajapur,Rajapur,416702.0,MAHARASHTRA,Kirana / Grocery / General Store
7799,91815,883,9,251,19,0,0,Frequent,0,2,0,7,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Kirana / Grocery / General Store
7800,91816,0,25,7845,9,0,0,Frequent,14,0,3,0,Tarabai Park,,,,
7801,91818,0,8,461,14,0,0,Regular,0,2,0,10,Pb Road,,,,
7802,91819,0,18,795,8,0,0,Frequent,4,16,0,1,Vinoba Nagara,,,,
7803,91821,13371,212,1231,17,0,0,Regular,6,2,0,0,Market Yard (Pune),CHIPRI,411037.0,MAHARASHTRA,Kirana / Grocery / General Store
7804,91825,10058,12,673,14,0,0,Frequent,1,7,0,3,Naubad,Bidar,585402.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7805,91831,0,6,343,12,0,0,Regular,0,1,0,11,Vinoba Nagara,,,,
7806,91832,0,20,1130,10,0,0,Regular,5,10,0,0,Gajendragad,,,,
7807,91833,0,43,15928,13,0,0,Frequent,12,0,1,0,Malshiras - Natepute,Kelapur,413109.0,MAHARASHTRA,Kirana / Grocery / General Store
7808,91835,5626,11,604,22,0,0,Regular,0,4,0,1,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7809,91838,0,11,682,14,0,0,Regular,0,8,0,4,Pb Road,,,,
7810,91840,4725,7,384,14,0,0,Regular,0,0,0,11,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7811,91845,0,518,56617,12,0,0,Regular,13,0,0,0,Rajapur,Rajapur,416702.0,MAHARASHTRA,Kirana / Grocery / General Store
7812,91847,931,5,202,14,0,0,Frequent,0,1,0,11,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Kirana / Grocery / General Store
7813,91850,0,11,607,22,0,0,Infrequent,0,1,0,1,Muddebihal Town,Muddebihal,586212.0,KARNATAKA,Kirana / Grocery / General Store
7814,91854,5267,7,422,18,0,0,Regular,0,1,0,8,Naubad,Bidar,585402.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7815,91857,5533,8,458,16,0,0,Frequent,0,3,0,7,Naubad,Bidar,585402.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7816,91860,299,5,249,28,0,0,Infrequent,0,0,0,2,Channagiri Town,Davangere,577221.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7817,91861,0,17,949,11,0,0,Regular,2,11,0,0,Gajendragad,,,,
7818,91862,0,13,750,15,0,0,Regular,0,11,0,0,Pb Road,,,,
7819,91864,0,25,587,17,0,0,Regular,1,5,0,3,Yellapur Road,,,,
7820,91866,3943,7,384,19,0,0,Regular,0,0,0,8,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7821,91874,1832,11,916,7,0,0,Infrequent,1,1,0,0,Channagiri Town,Davangere,577521.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7822,91877,0,24,2634,16,0,0,Frequent,10,0,0,0,Tarabai Park,,,,
7823,91879,13687,25,552,8,0,0,Frequent,0,13,0,8,Vinoba Nagara,Shimogga,577204.0,KARNATAKA,Kirana / Grocery / General Store
7824,91880,6856,8,482,13,0,0,Frequent,0,3,0,9,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7825,91882,7762,11,635,14,0,0,Regular,0,10,0,1,Pb Road,Ranebennuru,581115.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7826,91884,5461,9,535,24,0,0,Regular,2,1,0,4,Hesaraghatta,Bangalore,560090.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7827,91888,5444,13,498,19,0,0,Regular,0,3,0,6,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7828,91890,0,12,698,25,0,0,Regular,0,5,0,0,Gajendragad,,,,
7829,91895,6813,11,478,13,0,0,Frequent,0,3,0,8,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7830,91896,0,11,639,14,0,0,Regular,0,12,0,0,Pb Road,,,,
7831,91900,0,13,8312,25,0,0,Occasional,2,0,5,0,Natepute,Kelapur,413109.0,MAHARASHTRA,Kirana / Grocery / General Store
7832,91904,4707,17,537,22,0,0,Regular,0,6,0,1,Yellapur Road,Sirsi,581402.0,KARNATAKA,Pan / Cigarette Shop / Tea Point
7833,91905,12311,23,501,9,0,0,Frequent,0,11,0,6,Vinoba Nagara,Shimogga,577225.0,KARNATAKA,Kirana / Grocery / General Store
7834,91907,4775,8,451,16,0,0,Frequent,0,1,0,8,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7835,91908,0,23,413,7,0,0,Frequent,0,1,0,2,RPC layout,,,,
7836,91910,0,11,624,11,0,0,Regular,1,2,0,1,Muddebihal Town,,,,
7837,91913,5973,8,474,14,0,0,Regular,0,4,0,8,Pb Road,Ranebennuru,581115.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7838,91914,0,10,574,13,0,0,Regular,0,7,0,4,Gajendragad,,,,
7839,91919,3793,7,374,16,0,0,Regular,0,0,0,8,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7840,91922,0,49,6778,10,0,0,Regular,7,0,1,0,Malshiras - Natepute,,,,
7841,91923,5233,7,380,15,0,0,Frequent,0,1,0,8,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7842,91931,0,10,1313,13,0,0,Regular,6,0,1,0,Gangapur Road,,,,
7843,91933,3212,7,439,28,0,0,Regular,0,0,0,6,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7844,91934,0,7,435,12,0,0,Regular,0,2,0,12,Vinoba Nagara,,,,
7845,91937,1864,11,599,3,0,0,Frequent,0,2,0,0,Pb Road,Ranebennuru,581115.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7846,91940,0,17,1526,17,0,0,Regular,10,0,0,0,Malshiras - Natepute,,,,
7847,91945,0,9,508,14,0,0,Regular,0,5,0,6,Pb Road,,,,
7848,91949,4535,20,496,19,0,0,Regular,0,7,0,2,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7849,91952,0,26,895,7,0,0,Frequent,7,16,0,1,Vinoba Nagara,,,,
7850,91953,4676,7,406,22,0,0,Frequent,0,2,0,5,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7851,91961,5699,8,448,19,0,0,Regular,0,3,0,6,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7852,91967,0,9,517,22,0,0,Frequent,0,3,0,4,Pb Road,,,,
7853,91968,5707,7,430,17,0,0,Frequent,0,2,0,7,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7854,91969,0,9,420,10,0,0,Regular,0,4,0,11,Vinoba Nagara,,,,
7855,91970,499,4,266,9,0,0,Frequent,0,1,0,6,Taswade Toll Plaza,Karad,415110.0,MAHARASHTRA,Kirana / Grocery / General Store
7856,91976,2238,8,504,21,0,0,Regular,0,3,0,3,Yellapur Road,Sirsi,581402.0,KARNATAKA,Kirana / Grocery / General Store
7857,91979,1779,24,211,9,0,0,Frequent,0,2,0,1,Lohara Market,Lohara,413501.0,MAHARASHTRA,Kirana / Grocery / General Store
7858,91985,5410,7,405,17,0,0,Regular,0,1,0,7,Naubad,Bidar,585402.0,KARNATAKA,Kirana / Grocery / General Store
7859,91986,2612,11,648,21,0,0,Infrequent,0,3,0,0,Gajendragad,Gajendragad,582114.0,KARNATAKA,Bakery / Sweets & Snacks Shop / Juice Center
7860,91991,7017,19,441,12,0,0,Regular,0,7,0,6,Vinoba Nagara,Shimogga,577225.0,KARNATAKA,Kirana / Grocery / General Store
7861,91994,0,12,1204,13,0,0,Regular,7,0,0,0,Gangapur Road,,,,
